Type,Family id,Family name,Target id,Target name,Subunits,Target systematic name,Target abbreviated name,synonyms,HGNC id,HGNC symbol,HGNC name,Human genetic localisation,Human nucleotide RefSeq,Human protein RefSeq,Human SwissProt,Human Entrez Gene,RGD id,RGD symbol,RGD name,Rat genetic localisation,Rat nucleotide RefSeq,Rat protein RefSeq,Rat SwissProt,Rat Entrez Gene,MGI id,MGI symbol,MGI name,Mouse genetic localisation,Mouse nucleotide RefSeq,Mouse protein RefSeq,Mouse SwissProt,Mouse Entrez Gene
vgic,81,Voltage-gated potassium channels,539,K<SUB>v</SUB>1.2,,,,"BGK5|BK2|HBK51|MK2|NGK1|RAK|RCK5|HK4|Potassium (K+) channel protein alpha 2 voltage dependent|potassium voltage-gated channel subfamily A member 2|RBK2|XSha2|potassium channel, voltage gated shaker related subfamily A, member 2|potassium voltage-gated channel",6220,KCNA2,potassium voltage-gated channel subfamily A member 2,1p13,NM_004974,NP_004965,P16389,3737,2950,Kcna2,potassium voltage-gated channel subfamily A member 2,2q34,NM_012970,NP_037102,P63142,25468,MGI:96659,Kcna2,"potassium voltage-gated channel, shaker-related subfamily, member 2",3 F2.3,NM_008417,NP_032443,P63141,16490
vgic,81,Voltage-gated potassium channels,540,K<SUB>v</SUB>1.3,,,,"HGK5|HLK3|hPCN3|MBK3|MK3|RCK3|potassium voltage-gated channel subfamily A member 3|RGK5|potassium channel, voltage gated shaker related subfamily A, member 3|potassium voltage-gated channel",6221,KCNA3,potassium voltage-gated channel subfamily A member 3,1p13.3,NM_002232,NP_002223,P22001,3738,2951,Kcna3,potassium voltage-gated channel subfamily A member 3,2q34,NM_019270,NP_062143,P15384,29731,MGI:96660,Kcna3,"potassium voltage-gated channel, shaker-related subfamily, member 3",3 F2.3,NM_008418,NP_032444,P16390,16491
vgic,81,Voltage-gated potassium channels,541,K<SUB>v</SUB>1.4,,,,"HK1|hPCN2|MK4|RCK4|RHK1|RK4|RK8|KCNA4L|KCHAN|potassium voltage-gated channel subfamily A member 4|RK3|potassium channel, voltage gated shaker related subfamily A, member 4|potassium voltage-gated channel",6222,KCNA4,potassium voltage-gated channel subfamily A member 4,11p14.3-15.2,NM_002233,NP_002224,P22459,3739,2952,Kcna4,potassium voltage-gated channel subfamily A member 4,3q33,NM_012971,NP_037103,P15385,25469,MGI:96661,Kcna4,"potassium voltage-gated channel, shaker-related subfamily, member 4",2 E,NM_021275,NP_067250,Q61423,16492
vgic,81,Voltage-gated potassium channels,542,K<SUB>v</SUB>1.5,,,,"HCK1|HK2|HpCN1|RK3|RMK2|potassium voltage-gated channel subfamily A member 5|RCK7|RK4|Potassium (K<sup>+</sup>) channel protein alpha 5|potassium channel, voltage gated shaker related subfamily A, member 5|potassium voltage-gated channel",6224,KCNA5,potassium voltage-gated channel subfamily A member 5,12p13.3,NM_002234,NP_002225,P22460,3741,2953,Kcna5,potassium voltage-gated channel subfamily A member 5,4q42-44,NM_012972,NP_037104,P19024,25470,MGI:96662,Kcna5,"potassium voltage-gated channel, shaker-related subfamily, member 5",6 F3,NM_145983,NP_666095,Q61762,16493
vgic,81,Voltage-gated potassium channels,543,K<SUB>v</SUB>1.6,,,,"HBK2|RCK2|potassium voltage-gated channel subfamily A member 6|potassium voltage gated channel, shaker related subfamily, member 6|potassium voltage-gated channel, shaker-related subfamily, member 6|potassium channel, voltage gated shaker related subfamily A, member 6|potassium voltage-gated channel, shaker-related, subfamily, member 6|potassium voltage-gated channel",6225,KCNA6,potassium voltage-gated channel subfamily A member 6,12p13.3,NM_002235,NP_002226,P17658,3742,62083,Kcna6,potassium voltage-gated channel subfamily A member 6,4q42,NM_023954,NP_076444,P17659,64358,MGI:96663,Kcna6,"potassium voltage-gated channel, shaker-related, subfamily, member 6",6 F3,NM_013568,NP_038596,Q61923,16494
vgic,81,Voltage-gated potassium channels,544,K<SUB>v</SUB>1.7,,,,"HAK6|KCNA7|potassium voltage-gated channel subfamily A member 7|potassium channel, voltage gated shaker related subfamily A, member 7|potassium voltage-gated channel",6226,KCNA7,potassium voltage-gated channel subfamily A member 7,19q13.3,NM_031886,NP_114092,Q96RP8,3743,1309632,Kcna7,potassium voltage-gated channel subfamily A member 7,1q22,NM_001108914,NP_001102384,,365241,MGI:96664,Kcna7,"potassium voltage-gated channel, shaker-related subfamily, member 7",7 B4,NM_010596,NP_034726,Q17ST2,16495
vgic,81,Voltage-gated potassium channels,545,K<SUB>v</SUB>1.8,,,,"k<sub>v</sub>1.10|Kcn1|cyclic GMP gated potassium channel|KCNA10|potassium voltage-gated channel subfamily A member 10|Kcna8|potassium channel, voltage gated shaker related subfamily A, member 10|potassium voltage-gated channel",6219,KCNA10,potassium voltage-gated channel subfamily A member 10,1p13.1,NM_005549,NP_005540,Q16322,3744,1304667,Kcna10,potassium voltage-gated channel subfamily A member 10,2q34,NM_001191713,NP_001178642,,295360,MGI:3037820,Kcna10,"potassium voltage-gated channel, shaker-related subfamily, member 10",3,NM_001074609,NP_001074609,,242151
vgic,81,Voltage-gated potassium channels,546,K<SUB>v</SUB>2.1,,,,"DRK1|Shab|delayed rectifier potassium channel 1|potassium voltage-gated channel subfamily B member 1|potassium voltage-gated channel, Shab-related subfamily, member 1|potassium channel, voltage gated Shab related subfamily B, member 1|potassium channel, voltage gated Shab-related subfamily B, member 1|potassium voltage gated channel",6231,KCNB1,potassium voltage-gated channel subfamily B member 1,20q13.2,NM_004975,NP_004966,Q14721,3745,2954,Kcnb1,potassium voltage-gated channel subfamily B member 1,3q42,NM_013186,NP_037318,P15387,25736,MGI:96666,Kcnb1,"potassium voltage gated channel, Shab-related subfamily, member 1",2 H3,NM_008420,NP_032446,Q03717,16500
vgic,81,Voltage-gated potassium channels,547,K<SUB>v</SUB>2.2,,,,"CDRK|potassium voltage-gated channel subfamily B member 2|potassium voltage-gated channel, Shab-related subfamily, member 2|potassium channel, voltage gated Shab related subfamily B, member 2|potassium channel, voltage gated Shab-related subfamily B, member 2|potassium voltage gated channel",6232,KCNB2,potassium voltage-gated channel subfamily B member 2,8q13.2,NM_004770,NP_004761,Q92953,9312,621349,Kcnb2,potassium voltage-gated channel subfamily B member 2,5q11,NM_054000,NP_446452,Q63099,117105,MGI:99632,Kcnb2,"potassium voltage gated channel, Shab-related subfamily, member 2",1 A3,NM_001098528,NP_001091998,A6H8H5,98741
vgic,81,Voltage-gated potassium channels,548,K<SUB>v</SUB>3.1,,,,"Kcr2-1|KV4|Raw2|Shaw|NGK2-KV4|potassium voltage-gated channel subfamily C member 1|voltage-gated potassium channel subunit Kv4|potassium voltage-gated channel, Shaw-related subfamily, member 1|potassium channel, voltage gated Shaw related subfamily C, member 1|potassium channel, voltage gated Shaw-related subfamily C, member 1|potassium voltage gated channel",6233,KCNC1,potassium voltage-gated channel subfamily C member 1,11p15,NM_004976,NP_004967,P48547,3746,2955,Kcnc1,potassium voltage-gated channel subfamily C member 1,1q22,NM_012856|NM_139217,NP_036988|NP_631963,P25122,25327,MGI:96667,Kcnc1,"potassium voltage gated channel, Shaw-related subfamily, member 1",7 B4,NM_008421|NM_001112739,NP_032447|NP_001106210,P15388,16502
vgic,81,Voltage-gated potassium channels,549,K<SUB>v</SUB>3.2,,,,"Raw1|potassium voltage-gated channel subfamily C member 2|potassium voltage-gated channel, Shaw-related subfamily, member 2|potassium channel, voltage gated Shaw related subfamily C, member 2|potassium channel, voltage gated Shaw-related subfamily C, member 2|potassium voltage gated channel",6234,KCNC2,potassium voltage-gated channel subfamily C member 2,12q14.1,NM_139136|NM_139137|NM_153748,NP_631874|NP_631875|NP_715624,Q96PR1,3747,628829,Kcnc2,potassium voltage-gated channel subfamily C member 2,7q12-22,NM_139217|NM_139216,NP_631963|NP_631962,P22462,246153,MGI:96668,Kcnc2,"potassium voltage gated channel, Shaw-related subfamily, member 2",10 D2,NM_001025581,NP_001020752,Q14B80,268345
vgic,81,Voltage-gated potassium channels,550,K<SUB>v</SUB>3.3,,,,"potassium voltage-gated channel subfamily C member 3|Kcr2-3|potassium voltage gated channel, Shaw-related subfamily, member 3|potassium voltage-gated channel, Shaw-related subfamily, member 3|potassium channel, voltage gated Shaw related subfamily C, member 3|potassium channel, voltage gated Shaw-related subfamily C, member 3|potassium voltage gated channel",6235,KCNC3,potassium voltage-gated channel subfamily C member 3,19q13.3-13.4,NM_004977,NP_004968,Q14003,3748,621358,Kcnc3,potassium voltage-gated channel subfamily C member 3,1q22,NM_053997,NP_446449,Q01956,117101,MGI:96669,Kcnc3,"potassium voltage gated channel, Shaw-related subfamily, member 3",7 B4,NM_008422,NP_032448,Q63959,16504
vgic,81,Voltage-gated potassium channels,551,K<SUB>v</SUB>3.4,,,,"Raw3|Kcnc4|potassium voltage-gated channel subfamily C member 4|Kcr2-4|potassium voltage gated channel, Shaw-related subfamily, member 4|potassium voltage-gated channel, Shaw-related subfamily, member 4|potassium channel, voltage gated Shaw related subfamily C, member 4|potassium channel, voltage gated Shaw-related subfamily C, member 4|potassium voltage gated channel",6236,KCNC4,potassium voltage-gated channel subfamily C member 4,1p21,NM_004978,NP_004969,Q03721,3749,1589169,Kcnc4,potassium voltage-gated channel subfamily C member 4,2,NM_001122776,NP_001116248,Q63734,684516,MGI:96670,Kcnc4,"potassium voltage gated channel, Shaw-related subfamily, member 4",3 F2.3,NM_145922,NP_666034,Q8R1C0,99738
vgic,81,Voltage-gated potassium channels,552,K<SUB>v</SUB>4.1,,,,"Potassium voltage-gated channel subfamily D member 1|potassium channel, voltage gated Shal related subfamily D, member 1|potassium channel, voltage gated Shal-related subfamily D, member 1|potassium voltage-gated channel",6237,KCND1,potassium voltage-gated channel subfamily D member 1,Xp11.23,NM_004979,NP_004970,Q9NSA2,3750,621364,Kcnd1,potassium voltage-gated channel subfamily D member 1,Xq13,NM_001105748,NP_001099218,,116695,MGI:96671,Kcnd1,"potassium voltage-gated channel, Shal-related family, member 1",X A1.1,NM_008423,NP_032449,Q03719,16506
vgic,81,Voltage-gated potassium channels,553,K<SUB>v</SUB>4.2,,,,"Potassium voltage-gated channel subfamily D member 2|RK5|potassium voltage-gated channel, Shal-related subfamily, member 2|potassium channel, voltage gated Shal related subfamily D, member 2|potassium channel, voltage-gated Shal-related subfamily D, member 2|potassium voltage-gated channel, Shal-related family, member 2|potassium voltage-gated channel",6238,KCND2,potassium voltage-gated channel subfamily D member 2,7q31,NM_012281,NP_036413,Q9NZV8,3751,68393,Kcnd2,potassium voltage-gated channel subfamily D member 2,4q22,NM_031730,NP_113918,Q63881,65180,MGI:102663,Kcnd2,"potassium voltage-gated channel, Shal-related family, member 2",6 A2-A3.1,NM_019697,NP_062671,Q9Z0V2,16508
vgic,81,Voltage-gated potassium channels,554,K<SUB>v</SUB>4.3,,,,"KCND3L|KCND3S|KSHIVB|Potassium voltage-gated channel subfamily D member 3|potassium voltage-gated channel, Shal-related subfamily, member 3|potassium channel, voltage gated Shal related subfamily D, member 3|potassium channel, voltage-gated Shal-related subfamily D, member 3|potassium voltage-gated channel, Shal-related family, member 3|potassium voltage-gated channel",6239,KCND3,potassium voltage-gated channel subfamily D member 3,1p13.3,NM_004980|NM_172198,NP_004971|NP_751948,Q9UK17,3752,68394,Kcnd3,potassium voltage-gated channel subfamily D member 3,2q34,NM_031739,NP_113927,Q62897,65195,MGI:1928743,Kcnd3,"potassium voltage-gated channel, Shal-related family, member 3",3 F3,NM_019931,NP_064315,Q9Z0V1,56543
vgic,81,Voltage-gated potassium channels,555,K<SUB>v</SUB>5.1,,,,"IK8|KH1|KCNF|potassium channel, voltage gated modifier subfamily F, member 1|potassium channel, voltage-gated modifier subfamily F, member 1|potassium voltage-gated channel",6246,KCNF1,potassium voltage-gated channel modifier subfamily F member 1,2p25,NM_002236,NP_002227,Q9H3M0,3754,631414,Kcnf1,potassium voltage-gated channel modifier subfamily F member 1,6q16,NM_001169104,NP_001162575,,298908,MGI:2687399,Kcnf1,"potassium voltage-gated channel, subfamily F, member 1",12 A1.1,NM_201531,NP_963289,Q7TSH7,382571
vgic,81,Voltage-gated potassium channels,556,K<SUB>v</SUB>6.1,,,,"K13|KCNG1|KH2|potassium channel, voltage gated modifier subfamily G, member 1|potassium channel, voltage-gated modifier subfamily G, member 1|potassium voltage-gated channel",6248,KCNG1,potassium voltage-gated channel modifier subfamily G member 1,20q13,NM_002237,NP_002228,Q9UIX4,3755,631416,Kcng1,potassium voltage-gated channel modifier subfamily G member 1,3q42,NM_001106545,NP_001100015,,296395,MGI:3616086,Kcng1,"potassium voltage-gated channel, subfamily G, member 1",2 H3,NM_001081134,NP_001074603,A2BDX4,241794
vgic,81,Voltage-gated potassium channels,557,K<SUB>v</SUB>6.2,,,,"KCNF2|KCNG2|cardiac potassium channel subunit (Kv6.2)|potassium channel, voltage gated modifier subfamily G, member 2|potassium voltage-gated channel",6249,KCNG2,potassium voltage-gated channel modifier subfamily G member 2,18q22-q23,NM_012283,NP_036415,Q9UJ96,26251,1309521,Kcng2,potassium voltage-gated channel modifier subfamily G member 2,18q12.3,NM_001107372,NP_001100842,Q9QYU3,307234,MGI:3694646,Kcng2,"potassium voltage-gated channel, subfamily G, member 2",18 E3,NM_001190373,NP_001177302,,240444
vgic,81,Voltage-gated potassium channels,558,K<SUB>v</SUB>6.3,,,,"Kv10.1|voltage-gated potassium channel subunit Kv10.1|voltage-gated potassium channel subunit Kv6.3|Kv10.1a|Kv10.1b|potassium channel, voltage gated modifier subfamily G, member 3|potassium voltage-gated channel",18306,KCNG3,potassium voltage-gated channel modifier subfamily G member 3,2p21,NM_133329|NM_172344,NP_579875|NP_758847,Q8TAE7,170850,628832,Kcng3,potassium voltage-gated channel modifier subfamily G member 3,6q12,NM_133426|NM_001033957,NP_596917|NP_001029129,Q8R523,171011,MGI:2663923,Kcng3,"potassium voltage-gated channel, subfamily G, member 3",17 E4,NM_153512,NP_705732,P59053,225030
vgic,81,Voltage-gated potassium channels,559,K<SUB>v</SUB>6.4,,,,"KV6.3|potassium channel, voltage gated modifier subfamily G, member 4|potassium voltage-gated channel",19697,KCNG4,potassium voltage-gated channel modifier subfamily G member 4,16q24.1,NM_172347,NP_758857,Q8TDN1,93107,1308553,Kcng4,potassium voltage-gated channel modifier subfamily G member 4,19q12,NM_001107435,NP_001100905,,307900,MGI:1913983,Kcng4,"potassium voltage-gated channel, subfamily G, member 4",8 E1,NM_025734,NP_080010,Q80XM3,66733
vgic,81,Voltage-gated potassium channels,560,K<SUB>v</SUB>7.1,,,,"JLNS1|IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1|RWS1|Romano-Ward syndrome 1|KCNA8 |KCNA9|LQT1|slow delayed rectifier|potassium channel, voltage gated KQT-like subfamily Q, member 1|potassium channel, voltage-gated KQT-like subfamily Q, member 1|potassium voltage-gated channel",6294,KCNQ1,potassium voltage-gated channel subfamily Q member 1,11p15.5,NM_000218|NM_181798,NP_000209|NP_861463,P51787,3784,621503,Kcnq1,potassium voltage-gated channel subfamily Q member 1,1q41,NM_032073,NP_114462,Q9Z0N7,84020,MGI:108083,Kcnq1,"potassium voltage-gated channel, subfamily Q, member 1",7 F5,NM_008434,NP_032460,P97414,16535
vgic,81,Voltage-gated potassium channels,561,K<SUB>v</SUB>7.2,,,,"BFNC|EBN1|ENB1|HNSPC|KCNA11|potassium channel subunit alpha KvLQT2|KQT2|potassium channel, voltage gated KQT-like subfamily Q, member 2|potassium channel, voltage-gated KQT-like subfamily Q, member 2|potassium voltage-gated channel",6296,KCNQ2,potassium voltage-gated channel subfamily Q member 2,20q13.3,NM_172107,NP_742105,O43526,3785,621504,Kcnq2,potassium voltage-gated channel subfamily Q member 2,3q43,NM_133322,NP_579856,O88943,170848,MGI:1309503,Kcnq2,"potassium voltage-gated channel, subfamily Q, member 2",2 H3-4,NM_010611,NP_034741,Q9Z351,16536
vgic,81,Voltage-gated potassium channels,562,K<SUB>v</SUB>7.3,,,,"EBN2|potassium channel subunit alpha KvLQT3|potassium voltage-gated channel, KQT-like subfamily, member 3|potassium channel, voltage gated KQT-like subfamily Q, member 3|potassium channel, voltage-gated KQT-like subfamily Q, member 3|potassium voltage-gated channel",6297,KCNQ3,potassium voltage-gated channel subfamily Q member 3,8q24,NM_004519,NP_004510,O43525,3786,69222,Kcnq3,potassium voltage-gated channel subfamily Q member 3,7q33,NM_031597,NP_113785,O88944,29682,MGI:1336181,Kcnq3,"potassium voltage-gated channel, subfamily Q, member 3",15 D1-D2,NM_152923,NP_690887,Q8K3F6,110862
vgic,81,Voltage-gated potassium channels,563,K<SUB>v</SUB>7.4,,,,"DFNA2|potassium channel subunit alpha KvLQT4|potassium voltage-gated channel, KQT-like subfamily, member 4|potassium channel, voltage gated KQT-like subfamily Q, member 4|potassium channel, voltage-gated KQT-like subfamily Q, member 4|potassium voltage-gated channel",6298,KCNQ4,potassium voltage-gated channel subfamily Q member 4,1p34,NM_004700|NM_172163,NP_004691|NP_751895,P56696,9132,61799,Kcnq4,potassium voltage-gated channel subfamily Q member 4,5q36,XM_233477,XP_233477,Q9JK96,298496,MGI:1926803,Kcnq4,"potassium voltage-gated channel, subfamily Q, member 4",4 D2.2,NM_001081142,NP_001074611,Q9JK97,60613
vgic,81,Voltage-gated potassium channels,564,K<SUB>v</SUB>7.5,,,,"Kcnq5l|potassium channel, voltage gated KQT-like subfamily Q, member 5|potassium channel, voltage-gated KQT-like subfamily Q, member 5|potassium voltage-gated channel",6299,KCNQ5,potassium voltage-gated channel subfamily Q member 5,6q14,NM_019842,NP_062816,Q9NR82,56479,628848,Kcnq5,potassium voltage-gated channel subfamily Q member 5,9q13,NM_001134643,NP_001128115,,259273,MGI:1924937,Kcnq5,"potassium voltage-gated channel, subfamily Q, member 5",1 A5,NM_023872,NP_076361,Q9JK45,226922
vgic,81,Voltage-gated potassium channels,565,K<SUB>v</SUB>8.1,,,,"HNKA|k<sub>v</sub>2.3|kv2.3r|neuronal potassium channel alpha subunit|voltage-gated potassium channel subunit Kv2.3r|vibe|potassium channel, voltage gated modifier subfamily V, member 1|potassium channel, voltage-gated modifier subfamily V, member 1|potassium channel",18861,KCNV1,potassium voltage-gated channel modifier subfamily V member 1,8q22.3-24.1,NM_014379,NP_055194,Q6PIU1,27012,621264,Kcnv1,potassium voltage-gated channel modifier subfamily V member 1,7q31,NM_021697,NP_067729,P97557,60326,MGI:1914748,Kcnv1,"potassium channel, subfamily V, member 1",15 D1,NM_026200,NP_080476,Q8BZN2,67498
vgic,81,Voltage-gated potassium channels,566,K<SUB>v</SUB>8.2,,,,"k<sub>v</sub>11.1|KV11.1|potassium channel, voltage gated modifier subfamily V, member 2|potassium channel, voltage-gated modifier subfamily V, member 2|potassium channel",19698,KCNV2,potassium voltage-gated channel modifier subfamily V member 2,9p24.2,NM_133497,NP_598004,Q8TDN2,169522,1309271,Kcnv2,potassium voltage-gated channel modifier subfamily V member 2,1q51,NM_001106370,NP_001099840,,294065,MGI:2670981,Kcnv2,"potassium channel, subfamily V, member 2",19 C1,NM_183179,NP_899002,Q8CFS6,240595
vgic,81,Voltage-gated potassium channels,567,K<SUB>v</SUB>9.1,,,,"delayed-rectifier K(+) channel alpha subunit 1|potassium voltage-gated channel, modifier subfamily S, member 1|potassium voltage-gated channel|K+ voltage-gated channel",6300,KCNS1,potassium voltage-gated channel modifier subfamily S member 1,20q12,NM_002251,NP_002242,Q96KK3,3787,621524,Kcns1,"potassium voltage-gated channel, modifier subfamily S, member 1",3q42,NM_053954,NP_446406,O88758,117023,MGI:1197019,Kcns1,"K+ voltage-gated channel, subfamily S, 1",2 H3,NM_008435,NP_032461,O35173,16538
vgic,81,Voltage-gated potassium channels,568,K<SUB>v</SUB>9.2,,,,"delayed-rectifier K(+) channel alpha subunit 2|potassium voltage-gated channel, modifier subfamily S, member 2|potassium voltage-gated channel|K+ voltage-gated channel, subfamily S, 2|K+ voltage-gated channel",6301,KCNS2,potassium voltage-gated channel modifier subfamily S member 2,8p22,NM_020697,NP_065748,Q9ULS6,3788,621525,Kcns2,"potassium voltage-gated channel, modifier subfamily S, member 2",7q22,NM_023966,NP_076456,Q9ER26,66022,MGI:1197011,Kcns2,"K+ voltage-gated channel, subfamily S, 2",15 B3.1,NM_181317,NP_851834,O35174,16539
vgic,81,Voltage-gated potassium channels,569,K<SUB>v</SUB>9.3,,,,"delayed-rectifier K(+) channel alpha subunit 3|voltage-gated potassium channel subunit Kv9.3|potassium voltage-gated channel, modifier subfamily S, member 3|potassium voltage-gated channel",6302,KCNS3,potassium voltage-gated channel modifier subfamily S member 3,2p24,NM_002252,NP_002243,Q9BQ31,3790,621527,Kcns3,"potassium voltage-gated channel, modifier subfamily S, member 3",6q14,NM_031778,NP_113966,O88759,83588,MGI:1098804,Kcns3,"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3",12 A1.1,NM_173417,NP_775593,Q8BQZ8,238076
vgic,81,Voltage-gated potassium channels,570,K<SUB>v</SUB>10.1,,,,"eag1a|eag1b|eag1|EAG channel 1|ether-a-go-go potassium channel 1|ether a go-go|potassium voltage-gated channel, subfamily H (eag-related), member 1|potassium channel, voltage gated eag related subfamily H, member 1|potassium voltage-gated channel",6250,KCNH1,potassium voltage-gated channel subfamily H member 1,1q32.1-32.3,NM_172362|NM_002238,NP_758872|NP_002229,O95259,3756,68398,Kcnh1,potassium voltage-gated channel subfamily H member 1,13q27,NM_031742,NP_113930,Q63472,65198,MGI:1341721,Kcnh1,"potassium voltage-gated channel, subfamily H (eag-related), member 1",1 H6,NM_010600,NP_034730,Q60603,16510
vgic,81,Voltage-gated potassium channels,571,K<SUB>v</SUB>10.2,,,,"eag2|ether-a-go-go potassium channel 2|potassium voltage-gated channel, subfamily H (eag-related), member 5|potassium channel, voltage gated eag related subfamily H, member 5|potassium voltage-gated channel",6254,KCNH5,potassium voltage-gated channel subfamily H member 5,14q23.1,NM_139318|NM_172375,NP_647479|NP_758963,Q8NCM2,27133,621417,Kcnh5,potassium voltage-gated channel subfamily H member 5,6q24,NM_133610,NP_598294,Q9EPI9,171146,MGI:3584508,Kcnh5,"potassium voltage-gated channel, subfamily H (eag-related), member 5",12 C3,NM_172805,NP_766393,Q920E3,238271
vgic,81,Voltage-gated potassium channels,572,K<SUB>v</SUB>11.1,,,,"potassium voltage-gated channel|eag-related protein 1|erg1|ERG-1|ether-a-go-go-related gene potassium channel 1|<em>ether-&agrave;-go-go</em>-related gene|HERG|potassium channel, voltage gated eag related subfamily H, member 2|potassium voltage-gated channel, subfamily H (eag-related), member 2",6251,KCNH2,potassium voltage-gated channel subfamily H member 2,7q35-q36,NM_172056|NM_172057|NM_000238,NP_742053|NP_742054|NP_000229,Q12809,3757,621414,Kcnh2,potassium voltage-gated channel subfamily H member 2,4q11,NM_053949,NP_446401,O08962,117018,MGI:1341722,Kcnh2,"potassium voltage-gated channel, subfamily H (eag-related), member 2",5 A3,NM_013569,NP_038597,O35219,16511
vgic,81,Voltage-gated potassium channels,573,K<SUB>v</SUB>11.2,,,,"erg2|HERG2|eag-related protein 2|ether-a-go-go-related gene potassium channel 2|ether-a-go-go-related protein 2|potassium voltage-gated channel, subfamily H (eag-related), member 6|potassium channel, voltage gated eag related subfamily H, member 6|potassium voltage-gated channel",18862,KCNH6,potassium voltage-gated channel subfamily H member 6,17q23.3,NM_030779|NM_173092,NP_110406|NP_775115,Q9H252,81033,620304,Kcnh6,potassium voltage-gated channel subfamily H member 6,10q32.1,NM_053937,NP_446389,O54853,116745,MGI:2684139,Kcnh6,"potassium voltage-gated channel, subfamily H (eag-related), member 6",11 E1,NM_001037712,NP_001032801,,192775
vgic,81,Voltage-gated potassium channels,574,K<SUB>v</SUB>11.3,,,,"erg3|HERG3|eag-related protein 3|ether-a-go-go-related gene potassium channel 3|potassium voltage-gated channel, subfamily H (eag-related), member 7|potassium channel, voltage gated eag related subfamily H, member 7|potassium voltage-gated channel",18863,KCNH7,potassium voltage-gated channel subfamily H member 7,2q24.2,NM_033272|NM_173162,NP_150375|NP_775185,Q9NS40,90134,621112,Kcnh7,potassium voltage-gated channel subfamily H member 7,3q21,NM_131912,NP_571987,O54852,170739,MGI:2159566,Kcnh7,"potassium voltage-gated channel, subfamily H (eag-related), member 7",2 C1.3,NM_133207,NP_573470,Q9ER47,170738
vgic,81,Voltage-gated potassium channels,575,K<SUB>v</SUB>12.1,,,,"elk1|elk3|ELK channel 3|ether-a-go-go-like potassium channel 1|ether-a-go-go-like potassium channel 3|Ets-1|potassium voltage-gated channel, subfamily H (eag-related), member 8|potassium channel, voltage gated eag related subfamily H, member 8|potassium voltage-gated channel",18864,KCNH8,potassium voltage-gated channel subfamily H member 8,3p24.3,NM_144633,NP_653234,Q96L42,131096,2549,Kcnh8,potassium voltage-gated channel subfamily H member 8,9q11,NM_145095,NP_659563,Q9QWS8,246325,MGI:2445160,Kcnh8,"potassium voltage-gated channel, subfamily H (eag-related), member 8",17 C,NM_001031811,NP_001026981,P59111,211468
vgic,81,Voltage-gated potassium channels,576,K<SUB>v</SUB>12.2,,,,"BEC1|Elk2|brain-specific eag-like channel 1|ELK channel 2|ether-a-go-go-like potassium channel 2|potassium voltage-gated channel, subfamily H (eag-related), member 3|potassium channel, voltage gated eag related subfamily H, member 3|potassium voltage-gated channel",6252,KCNH3,potassium voltage-gated channel subfamily H member 3,12q13,NM_012284,NP_036416,Q9ULD8,23416,71070,Kcnh3,potassium voltage-gated channel subfamily H member 3,7q36,NM_017108,NP_058804,O89047,27150,MGI:1341723,Kcnh3,"potassium voltage-gated channel, subfamily H (eag-related), member 3",15 F3,NM_010601,NP_034731,Q9WVJ0,16512
vgic,81,Voltage-gated potassium channels,577,K<SUB>v</SUB>12.3,,,,"BEC2|Elk1|brain-specific eag-like channel 2|ELK channel 1|ether-a-go-go-like potassium channel 1|potassium voltage-gated channel, subfamily H (eag-related), member 4|potassium channel, voltage gated eag related subfamily H, member 4|potassium voltage-gated channel",6253,KCNH4,potassium voltage-gated channel subfamily H member 4,17q21.2,NM_012285,NP_036417,Q9UQ05,23415,621415,Kcnh4,potassium voltage-gated channel subfamily H member 4,10q32.1,NM_053630,NP_446082,Q9R1T9,114032,MGI:2156184,Kcnh4,"potassium voltage-gated channel, subfamily H (eag-related), member 4",11 D,NM_001081194,NP_001074663,,142984
vgic,124,Voltage-gated proton channel,746,H<sub>v</sub>1,,,,Voltage-gated proton channel 1 (HVCN1)|Voltage-sensor only protein (VSOP)|BTS|hydrogen voltage-gated channel 1,28240,HVCN1,hydrogen voltage gated channel 1,12q24.11,,,Q96D96,84329,1310788,Hvcn1,hydrogen voltage-gated channel 1,12q16,,,,,MGI:1921346,Hvcn1,hydrogen voltage-gated channel 1,5 F,,,Q3U2S8,74096
vgic,82,Voltage-gated sodium channels,578,Na<sub>v</sub>1.1,,,,"RI|Brain type-1|Rat-I|sodium channel, voltage-gated, type I, alpha subunit|sodium channel, voltage gated, type I alpha subunit|sodium channel",10585,SCN1A,sodium voltage-gated channel alpha subunit 1,2q24.3,NM_006920|NM_001165963|NM_001165964|NM_001202435,NP_008851|NP_001159435|NP_001159436,P35498,6323,69364,Scn1a,sodium voltage-gated channel alpha subunit 1,3q21,NM_030875,NP_110502,P04774,81574,MGI:98246,Scn1a,"sodium channel, voltage-gated, type I, alpha",2 C1.3,NM_018733,NP_061203,,20265
